scenario,seed,policy,n_queries,buyer_version,revenue,accept_rate,mean_satisfaction,avg_price,avg_nprobe,avg_margin
S1,42,fixed,5000,must_serve,25.25319831002601,1.0,0.07158336886596967,0.005222999999999999,33.9824,0.00505063966200524
S1,42,hetero_linucb,5000,must_serve,37.344038359832425,1.0,0.20659435397340986,0.007680000000000001,48.944,0.007468807671966496
S1,123,fixed,5000,must_serve,25.36267047988949,1.0,0.07303662188882697,0.0052461999999999995,34.1008,0.005072534095977946
S1,123,hetero_linucb,5000,must_serve,37.928762435006455,1.0,0.2058351918940061,0.0077822,48.4976,0.007585752487001289
S1,456,fixed,5000,must_serve,25.408081874986873,1.0,0.06952542489753427,0.0052569999999999995,33.9008,0.005081616374997423
S1,456,hetero_linucb,5000,must_serve,37.77159560968908,1.0,0.20632184088643363,0.007747400000000001,50.1856,0.007554319121937826
S2,42,fixed,5000,must_serve,25.24056896516447,1.0,0.9980447252002806,0.005222999999999999,33.9824,0.005048113793032942
S2,42,hetero_linucb,5000,must_serve,37.2825082798913,1.0,0.9754684556449272,0.007649600000000001,48.9872,0.007456501655978291
S2,123,fixed,5000,must_serve,25.36421995022107,1.0,0.9973475690686874,0.0052461999999999995,34.1008,0.005072843990044249
S2,123,hetero_linucb,5000,must_serve,37.75698640013162,1.0,0.9774419541079676,0.0077434,48.6224,0.00755139728002632
S2,456,fixed,5000,must_serve,25.445463694837873,1.0,0.9977492367955249,0.0052569999999999995,33.9008,0.005089092738967622
S2,456,hetero_linucb,5000,must_serve,37.522050345094534,1.0,0.9780306375048332,0.0077114,50.1552,0.007504410069018928
S3,42,fixed,5000,must_serve,25.224871904877812,1.0,0.21101825939121785,0.005222999999999999,33.9824,0.00504497438097559
S3,42,hetero_linucb,5000,must_serve,37.21772938528089,1.0,0.18609537311057955,0.007647,49.0144,0.007443545877056198
S3,123,fixed,5000,must_serve,25.3549813899037,1.0,0.20730009579290837,0.0052461999999999995,34.1008,0.005070996277980786
S3,123,hetero_linucb,5000,must_serve,37.642937014768975,1.0,0.1824553160919172,0.0077402,48.528,0.0075285874029538125
S3,456,fixed,5000,must_serve,25.4052539100484,1.0,0.21254639114018573,0.0052569999999999995,33.9008,0.005081050782009726
S3,456,hetero_linucb,5000,must_serve,37.630795055244306,1.0,0.18192927817934346,0.0077286,50.2064,0.007526159011048869
S4,42,fixed,5000,must_serve,25.23467585501825,1.0,0.2608693048710034,0.005222999999999999,33.9824,0.005046935171003687
S4,42,hetero_linucb,5000,must_serve,37.18806992002808,1.0,0.2281317861120883,0.0076484000000000005,48.944,0.00743761398400562
S4,123,fixed,5000,must_serve,25.359204589761866,1.0,0.25815127082145867,0.0052461999999999995,34.1008,0.005071840917952406
S4,123,hetero_linucb,5000,must_serve,37.7521905849857,1.0,0.2280856362127618,0.007747600000000001,48.536,0.007550438116997154
S4,456,fixed,5000,must_serve,25.40773514976819,1.0,0.2626686924099532,0.0052569999999999995,33.9008,0.005081547029953682
S4,456,hetero_linucb,5000,must_serve,37.50717936520155,1.0,0.23362675973268865,0.0076964,50.168,0.007501435873040323
S5,42,fixed,5000,must_serve,25.265904330226856,1.0,0.08169010527759764,0.005222999999999999,33.9824,0.005053180866045412
S5,42,hetero_linucb,5000,must_serve,37.27175095496907,1.0,0.06955917992791831,0.007653800000000001,48.9568,0.007454350190993818
S5,123,fixed,5000,must_serve,25.374369939923092,1.0,0.08581142683607852,0.0052461999999999995,34.1008,0.005074873987984657
S5,123,hetero_linucb,5000,must_serve,37.88376594997845,1.0,0.07663530865736069,0.007771200000000001,48.528,0.007576753189995699
S5,456,fixed,5000,must_serve,25.421480810295115,1.0,0.08008128486611617,0.0052569999999999995,33.9008,0.005084296162059065
S5,456,hetero_linucb,5000,must_serve,37.58690696982256,1.0,0.07209540570218556,0.007714600000000001,50.2032,0.0075173813939645425
S6,42,fixed,5000,must_serve,25.247361654913902,1.0,0.8780922769180748,0.005222999999999999,33.9824,0.005049472330982797
S6,42,hetero_linucb,5000,must_serve,37.31561491022472,1.0,0.8709780875432598,0.0076640000000000015,48.9952,0.0074631229820449375
S6,123,fixed,5000,must_serve,25.37307434998807,1.0,0.8784917952922948,0.0052461999999999995,34.1008,0.005074614869997651
S6,123,hetero_linucb,5000,must_serve,37.89950319487408,1.0,0.8730622615665697,0.007773400000000001,48.4896,0.007579900638974831
S6,456,fixed,5000,must_serve,25.43041852978854,1.0,0.8767089990352862,0.0052569999999999995,33.9008,0.005086083705957746
S6,456,hetero_linucb,5000,must_serve,37.789888554995336,1.0,0.8728485307709437,0.007753,50.1856,0.007557977710999083
S_mix,42,fixed,5000,must_serve,25.25886098019293,1.0,0.432999798061038,0.005222999999999999,33.9824,0.005051772196038627
S_mix,42,hetero_linucb,5000,must_serve,37.21288888989372,1.0,0.4329521987905362,0.007641200000000001,49.0368,0.007442577777978778
S_mix,123,fixed,5000,must_serve,25.38558522518736,1.0,0.4359174257742694,0.0052461999999999995,34.1008,0.005077117045037495
S_mix,123,hetero_linucb,5000,must_serve,37.70016642491541,1.0,0.4378656161472816,0.007732800000000001,48.5936,0.007540033284983085
S_mix,456,fixed,5000,must_serve,25.435823964841862,1.0,0.4255942962827781,0.0052569999999999995,33.9008,0.005087164792968426
S_mix,456,hetero_linucb,5000,must_serve,37.46252596509442,1.0,0.43309710845656363,0.007678400000000001,50.2144,0.007492505193018914
